,prov_name,prov_code,municipality,latitude,longitude,area (kmq),high_hydraulic_risk_area_p3 (%),medium_hydraulic_risk_area_p2 (%),low_hydraulic_risk_area_p1 (%),very_high_landslide_risk_area_p4 (%),high_landslide_risk_area_p3 (%),medium_landslide_risk_area_p2 (%),low_landslide_risk_area_p1 (%),attention_area (%),resident_population (n),high_hydraulic_risk_population_p3 (%),medium_hydraulic_risk_population_p2 (%),low_hydraulic_risk_population_p1 (%),very_high_landslide_risk_population_p4 (%),high_landslide_risk_population_p3 (%),medium_landslide_risk_population_p2 (%),low_landslide_risk_population_p1 (%),attention_population (%),resident_family (n),high_hydraulic_risk_family_p3 (%),medium_hydraulic_risk_family_p2 (%),low_hydraulic_risk_family_p1 (%),very_high_landslide_risk_family_p4 (%),high_landslide_risk_family_p3 (%),medium_landslide_risk_family_p2 (%),low_landslide_risk_family_p1 (%),attention_family (%),building (n),high_hydraulic_risk_building_p3 (%),medium_hydraulic_risk_building_p2 (%),low_hydraulic_risk_building_p1 (%),very_high_landslide_risk_building_p4 (%),high_landslide_risk_building_p3 (%),medium_landslide_risk_building_p2 (%),low_landslide_risk_building_p1 (%),attention_building (%),enterprise (n),high_hydraulic_risk_enterprise_p3 (%),medium_hydraulic_risk_enterprise_p2 (%),low_hydraulic_risk_enterprise_p1 (%),very_high_landslide_risk_enterprise_p4 (%),high_landslide_risk_enterprise_p3 (%),medium_landslide_risk_enterprise_p2 (%),low_landslide_risk_enterprise_p1 (%),attention_enterprise (%),cultural_heritage (n),high_hydraulic_risk_cultural_heritage_p3 (%),medium_hydraulic_risk_cultural_heritage_p2 (%),low_hydraulic_risk_cultural_heritage_p1 (%),very_high_landslide_risk_cultural_heritage_p4 (%),high_landslide_risk_cultural_heritage_p3 (%),medium_landslide_risk_cultural_heritage_p2 (%),low_landslide_risk_cultural_heritage_p1 (%),attention_cultural_heritage (%)
212,Piacenza,PC,Vigolzone,44.91152219,9.66979001,42.037,7.217,8.811,13.6,1.194,11.043,0.264,0.0,0.0,4268,1.078,1.523,1.523,0.094,2.226,0.07,0.0,0.0,1918,1.095,1.616,4.692,0.156,2.607,0.052,0.0,0.0,1596,1.692,2.506,6.266,0.439,4.699,0.063,0.0,0.0,320,0.625,0.938,2.188,0.0,1.875,0.0,0.0,0.0,29,0.0,0.0,6.897,0.0,17.241,0.0,0.0,0.0
213,Parma,PR,Bedonia,44.50349971,9.63131421,169.556,1.645,1.841,2.409,2.79,13.953,6.488,0.0,0.0,3617,4.534,6.58,6.58,1.714,12.552,1.991,0.0,0.0,1792,4.464,6.473,20.257,1.897,13.616,2.121,0.0,0.0,2861,3.321,4.334,11.779,3.635,22.335,3.355,0.0,0.0,349,4.011,5.731,20.344,1.146,6.304,0.573,0.0,0.0,17,0.0,0.0,29.412,5.882,23.529,0.0,0.0,0.0
214,Piacenza,PC,Piozzano,44.92540331,9.49436594,43.607,1.915,1.915,2.224,10.9,15.053,0.142,0.0,0.0,642,4.206,4.206,4.206,0.156,1.402,4.361,0.0,0.0,314,4.14,4.14,14.65,0.318,1.592,4.459,0.0,0.0,1177,3.314,3.314,9.941,0.085,0.17,4.248,0.0,0.0,50,4.0,4.0,12.0,4.0,6.0,6.0,0.0,0.0,13,0.0,0.0,15.385,0.0,0.0,7.692,0.0,0.0
215,Parma,PR,Lesignano de' Bagni,44.64403405,10.301662,47.485,7.51,10.374,13.408,12.852,12.579,0.465,0.0,0.0,4759,2.122,7.733,7.733,1.828,5.022,0.147,0.0,0.0,2051,2.145,7.509,12.628,1.853,4.778,0.146,0.0,0.0,1746,2.577,6.644,10.367,3.15,5.498,0.286,0.0,0.0,405,3.21,8.395,14.074,1.728,5.926,0.247,0.0,0.0,11,0.0,0.0,0.0,0.0,54.545,0.0,0.0,0.0
216,Piacenza,PC,Zerba,44.66561656,9.28770811,24.127,2.686,2.686,2.74,0.97,14.117,0.124,0.0,0.0,92,0.0,0.0,0.0,0.0,20.652,0.0,0.0,0.0,68,0.0,0.0,0.0,0.0,19.118,0.0,0.0,0.0,425,0.0,0.0,0.0,0.0,21.412,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
217,Parma,PR,Compiano,44.49596295,9.66242528,37.532,1.524,2.171,3.384,3.767,18.145,3.171,0.0,0.0,1122,0.802,1.604,1.604,3.209,4.724,2.763,0.0,0.0,531,0.753,1.507,15.631,2.448,4.708,2.825,0.0,0.0,868,0.691,1.382,15.207,3.226,4.263,3.341,0.0,0.0,105,0.952,2.857,19.048,1.905,5.714,0.952,0.0,0.0,53,0.0,0.0,1.887,32.075,1.887,0.0,0.0,0.0
218,Parma,PR,Neviano degli Arduini,44.58365252,10.31775249,105.956,2.328,2.795,3.208,14.189,13.188,0.637,0.0,0.0,3691,1.165,1.273,1.273,4.85,13.384,1.598,0.0,0.0,1776,1.014,1.126,1.633,4.448,13.063,1.745,0.0,0.0,2771,1.047,1.155,1.552,3.537,12.198,1.913,0.0,0.0,279,8.961,8.961,11.828,4.659,10.753,0.717,0.0,0.0,23,0.0,0.0,0.0,4.348,17.391,0.0,0.0,0.0
219,Forlì-Cesena,FC,Sarsina,43.9185833,12.14086214,100.718,1.653,1.859,1.859,21.277,24.847,6.514,5.252,0.0,3602,0.444,0.527,0.527,32.871,14.881,1.638,21.877,0.0,1496,0.468,0.535,0.535,32.019,15.508,1.671,23.061,0.0,1167,0.771,0.857,0.857,25.793,17.995,3.342,16.71,0.0,320,0.0,0.0,0.0,22.188,5.625,0.625,52.188,0.0,60,1.667,1.667,1.667,25.0,13.333,3.333,53.333,0.0
220,Ferrara,FE,Ostellato,44.74541029,11.94082589,173.341,7.912,99.943,99.943,0.0,0.0,0.0,0.0,0.0,6453,2.789,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2791,2.472,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2058,3.499,100.0,100.0,0.0,0.0,0.0,0.0,0.0,407,1.966,100.0,100.0,0.0,0.0,0.0,0.0,0.0,38,0.0,102.632,102.632,0.0,0.0,0.0,0.0,0.0
221,Parma,PR,Berceto,44.50952856,9.98940249,131.705,1.774,2.134,2.477,8.33,26.607,5.255,0.0,0.0,2144,4.011,4.431,4.431,2.472,51.539,2.239,0.0,0.0,1147,3.487,3.923,8.108,2.616,51.7,2.354,0.0,0.0,2162,2.266,2.59,5.088,3.978,40.102,3.423,0.0,0.0,214,2.804,3.271,6.542,1.402,63.551,2.804,0.0,0.0,25,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0
222,Ferrara,FE,Mesola,44.92248699,12.2292449,84.299,6.083,99.921,99.921,0.0,0.0,0.0,0.0,0.0,7140,4.846,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3157,4.815,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2386,4.778,100.0,100.0,0.0,0.0,0.0,0.0,0.0,637,5.338,100.0,100.0,0.0,0.0,0.0,0.0,0.0,84,2.381,100.0,100.0,0.0,0.0,0.0,0.0,0.0
223,Ravenna,RA,Faenza,44.28543714,11.88279721,215.757,10.25,69.85,69.85,0.342,0.41,0.876,0.656,2.728,57748,3.735,40.891,40.891,0.029,0.047,0.114,0.059,0.346,25175,3.452,39.623,39.623,0.024,0.044,0.099,0.06,0.286,12852,4.303,50.148,50.148,0.054,0.093,0.195,0.241,0.529,5276,2.274,45.83,45.83,0.019,0.019,0.057,0.076,0.19,555,1.622,21.441,21.441,0.36,0.0,0.0,0.901,0.0
224,Forlì-Cesena,FC,Premilcuore,43.97641573,11.77569302,98.557,0.931,0.97,0.97,13.25,10.01,3.422,2.052,0.0,803,9.838,9.838,9.838,5.479,14.819,1.245,0.374,0.0,412,9.951,9.951,9.951,5.583,15.049,1.214,0.243,0.0,420,7.143,7.143,7.143,7.619,14.524,2.381,0.714,0.0,64,9.375,9.375,9.375,4.688,14.063,0.0,0.0,0.0,56,16.071,16.071,16.071,1.786,28.571,0.0,0.0,0.0
225,Parma,PR,Bore,44.71900964,9.79435653,43.004,1.223,1.258,1.432,11.678,21.64,12.073,0.0,0.0,799,0.125,0.125,0.125,1.752,38.673,1.877,0.0,0.0,477,0.0,0.0,0.0,1.887,39.203,1.887,0.0,0.0,1111,0.09,0.09,0.09,2.88,41.764,2.07,0.0,0.0,54,0.0,0.0,0.0,1.852,24.074,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,33.333,33.333,0.0,0.0
226,Ferrara,FE,Vigarano Mainarda,44.84176192,11.50031563,42.018,99.986,99.986,99.986,0.0,0.0,0.0,0.0,0.0,7431,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3173,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1976,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,420,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,25,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
227,Forlì-Cesena,FC,Predappio,44.10181434,11.98050097,91.388,2.647,3.59,3.59,16.145,25.254,9.269,3.685,0.0,6519,9.235,16.567,16.567,3.007,7.854,4.31,6.366,0.0,2722,9.258,16.532,16.532,2.976,8.266,4.519,6.576,0.0,1575,8.825,15.048,15.048,4.254,9.143,4.762,5.206,0.0,494,11.134,19.231,19.231,2.227,5.263,2.632,4.251,0.0,47,8.511,12.766,12.766,2.128,17.021,4.255,8.511,0.0
228,Parma,PR,Fornovo di Taro,44.68925506,10.09872874,57.522,8.685,11.225,12.122,13.826,8.348,0.469,0.0,0.0,6192,6.557,15.439,15.439,16.15,2.745,2.342,0.0,0.0,2663,6.572,15.434,19.94,16.335,2.741,2.441,0.0,0.0,1364,6.158,15.029,19.868,11.437,3.739,1.466,0.0,0.0,564,10.816,25.532,30.319,17.553,1.773,2.305,0.0,0.0,24,8.333,8.333,12.5,4.167,0.0,0.0,0.0,0.0
229,Forlì-Cesena,FC,Dovadola,44.12161957,11.88746782,38.97,2.433,4.562,4.562,9.692,10.847,6.815,2.009,0.0,1661,8.609,24.383,24.383,0.963,1.987,1.806,0.361,0.0,693,8.514,23.954,23.954,0.866,1.587,1.587,0.289,0.0,445,7.64,21.573,21.573,2.697,3.596,3.371,0.449,0.0,118,7.627,20.339,20.339,1.695,2.542,2.542,0.847,0.0,22,13.636,27.273,27.273,0.0,0.0,0.0,0.0,0.0
230,Forlì-Cesena,FC,Forlì,44.22268559,12.04068608,228.197,12.929,74.415,74.415,0.436,0.899,0.302,0.059,0.0,116434,2.007,89.641,89.641,0.007,0.048,0.006,0.002,0.0,50819,1.81,90.466,90.466,0.008,0.041,0.004,0.002,0.0,24402,3.508,87.55,87.55,0.016,0.086,0.016,0.004,0.0,11819,1.261,93.307,93.307,0.0,0.025,0.0,0.0,0.0,413,1.695,101.937,101.937,0.0,0.242,0.242,0.0,0.0
231,Ferrara,FE,Poggio Renatico,44.7647145,11.48545381,80.232,99.984,99.984,99.984,0.0,0.0,0.0,0.0,0.0,9674,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,4111,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2190,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,535,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,22,122.727,122.727,122.727,0.0,0.0,0.0,0.0,0.0
232,Ferrara,FE,Portomaggiore,44.69780545,11.80577819,126.643,8.239,99.956,99.956,0.0,0.0,0.0,0.0,0.0,12185,4.776,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5443,4.593,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3592,5.484,100.0,100.0,0.0,0.0,0.0,0.0,0.0,817,3.917,100.0,100.0,0.0,0.0,0.0,0.0,0.0,53,3.774,100.0,100.0,0.0,0.0,0.0,0.0,0.0
233,Piacenza,PC,Carpaneto Piacentino,44.91504872,9.78844912,63.076,9.493,11.678,13.625,0.147,0.647,0.0,0.0,0.0,7537,1.95,2.813,2.813,0.027,0.159,0.0,0.0,0.0,3172,1.955,2.806,3.279,0.032,0.158,0.0,0.0,0.0,1981,2.877,4.089,4.947,0.05,0.252,0.0,0.0,0.0,690,2.174,2.754,3.043,0.0,0.0,0.0,0.0,0.0,45,11.111,15.556,17.778,0.0,0.0,0.0,0.0,0.0
234,Ravenna,RA,Lugo,44.42083388,11.9114825,117.055,20.443,99.949,99.949,0.0,0.0,0.0,0.0,0.0,32062,18.845,100.0,100.0,0.0,0.0,0.0,0.0,0.0,14002,18.54,100.0,100.0,0.0,0.0,0.0,0.0,0.0,12161,21.487,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3145,11.542,100.0,100.0,0.0,0.0,0.0,0.0,0.0,157,1.911,100.0,100.0,0.0,0.0,0.0,0.0,0.0
235,Piacenza,PC,Ottone,44.6224158,9.33211607,98.949,1.487,1.487,1.693,0.683,20.884,0.036,0.0,0.0,570,7.018,7.018,7.018,0.0,36.667,0.175,0.0,0.0,371,6.739,6.739,27.493,0.0,39.353,0.27,0.0,0.0,1450,2.621,2.621,10.69,0.0,36.552,0.069,0.0,0.0,51,11.765,11.765,49.02,0.0,27.451,0.0,0.0,0.0,13,7.692,7.692,53.846,0.0,15.385,7.692,0.0,0.0
236,Ferrara,FE,Voghiera,44.75814047,11.75124557,40.327,1.912,99.965,99.965,0.0,0.0,0.0,0.0,0.0,3847,0.598,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1689,0.592,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1078,0.742,100.0,100.0,0.0,0.0,0.0,0.0,0.0,280,0.714,100.0,100.0,0.0,0.0,0.0,0.0,0.0,40,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
237,Ferrara,FE,Ferrara,44.83599085,11.61868934,405.14,44.673,99.972,99.972,0.0,0.0,0.0,0.0,0.0,132545,32.592,100.0,100.0,0.0,0.0,0.0,0.0,0.0,63507,31.707,100.0,100.0,0.0,0.0,0.0,0.0,0.0,30847,34.097,100.0,100.0,0.0,0.0,0.0,0.0,0.0,11882,26.805,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1415,3.392,102.968,102.968,0.0,0.0,0.0,0.0,0.0
238,Ravenna,RA,Cotignola,44.38439045,11.94221614,35.139,11.224,99.949,99.949,0.0,0.0,0.0,0.0,0.0,7384,23.145,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3100,23.419,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2019,21.694,100.0,100.0,0.0,0.0,0.0,0.0,0.0,515,28.932,100.0,100.0,0.0,0.0,0.0,0.0,0.0,31,45.161,100.0,100.0,0.0,0.0,0.0,0.0,0.0
239,Forlì-Cesena,FC,Savignano sul Rubicone,44.09209836,12.39908408,23.303,23.958,58.027,58.027,0.0,0.082,0.0,0.0,0.0,17521,11.072,32.316,32.316,0.0,0.103,0.0,0.0,0.0,6653,10.642,31.264,31.264,0.0,0.105,0.0,0.0,0.0,3337,12.466,37.489,37.489,0.0,0.09,0.0,0.0,0.0,1724,9.513,32.135,32.135,0.0,0.058,0.0,0.0,0.0,67,11.94,14.925,14.925,0.0,0.0,0.0,0.0,0.0
240,Forlì-Cesena,FC,Gatteo,44.1096172,12.38611016,14.138,37.806,99.682,99.682,0.0,0.0,0.0,0.0,0.0,8910,42.301,99.944,99.944,0.0,0.0,0.0,0.0,0.0,3424,41.501,99.942,99.942,0.0,0.0,0.0,0.0,0.0,1831,39.978,99.891,99.891,0.0,0.0,0.0,0.0,0.0,875,37.6,99.886,99.886,0.0,0.0,0.0,0.0,0.0,8,37.5,87.5,87.5,0.0,0.0,0.0,0.0,0.0
241,Forlì-Cesena,FC,Longiano,44.07409338,12.32692236,23.576,7.257,20.495,20.495,0.802,0.369,2.163,0.0,0.0,6837,6.947,38.014,38.014,0.921,0.102,0.424,0.0,0.0,2570,6.77,37.237,37.237,1.012,0.078,0.428,0.0,0.0,1581,9.298,35.674,35.674,1.075,0.127,0.569,0.0,0.0,603,9.121,40.133,40.133,0.829,0.0,0.332,0.0,0.0,26,3.846,7.692,7.692,11.538,0.0,0.0,0.0,0.0
242,Bologna,BO,Sant'Agata Bolognese,44.66454406,11.13381036,34.792,1.633,100.009,100.009,0.0,0.0,0.0,0.0,0.0,7140,5.056,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3034,5.043,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1305,4.981,100.0,100.0,0.0,0.0,0.0,0.0,0.0,398,2.513,100.0,100.0,0.0,0.0,0.0,0.0,0.0,20,5.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0
243,Piacenza,PC,Caorso,45.04960632,9.87192947,40.981,25.087,99.395,100.068,0.0,0.0,0.0,0.0,0.0,4830,5.756,99.834,99.834,0.0,0.0,0.0,0.0,0.0,1984,5.696,99.849,100.0,0.0,0.0,0.0,0.0,0.0,1432,6.704,99.721,100.0,0.0,0.0,0.0,0.0,0.0,356,5.618,99.719,100.0,0.0,0.0,0.0,0.0,0.0,26,3.846,115.385,115.385,0.0,0.0,0.0,0.0,0.0
244,Forlì-Cesena,FC,Rocca San Casciano,44.0614546,11.84223308,50.558,1.938,3.507,3.507,23.86,15.57,4.63,2.716,0.0,2000,6.5,19.3,19.3,7.05,2.8,0.65,0.65,0.0,900,6.556,20.111,20.111,6.889,2.778,0.667,0.667,0.0,555,5.405,15.495,15.495,12.432,6.126,1.802,1.261,0.0,152,8.553,27.632,27.632,4.605,1.316,0.0,0.0,0.0,21,38.095,42.857,42.857,4.762,0.0,0.0,4.762,0.0
245,Ravenna,RA,Casola Valsenio,44.22351906,11.62307624,84.414,2.822,5.294,5.294,0.09,34.172,0.044,0.0,29.007,2724,5.176,13.62,13.62,4.883,24.816,4.075,0.0,8.554,1201,5.662,14.904,14.904,5.329,24.48,4.246,0.0,7.993,987,4.863,12.057,12.057,3.343,28.673,2.432,0.0,14.792,169,8.876,23.077,23.077,9.467,26.036,5.917,0.0,4.734,97,8.247,18.557,18.557,4.124,28.866,5.155,0.0,11.34
246,Ravenna,RA,Sant'Agata sul Santerno,44.44233184,11.86165453,9.371,5.634,99.947,99.947,0.0,0.0,0.0,0.0,0.0,2822,4.465,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1232,4.221,100.0,100.0,0.0,0.0,0.0,0.0,0.0,755,4.106,100.0,100.0,0.0,0.0,0.0,0.0,0.0,265,2.264,100.0,100.0,0.0,0.0,0.0,0.0,0.0,11,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
247,Ravenna,RA,Solarolo,44.36017093,11.84375254,26.038,16.825,99.954,99.954,0.0,0.0,0.0,0.0,0.0,4489,36.534,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1788,38.479,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1149,34.987,100.0,100.0,0.0,0.0,0.0,0.0,0.0,252,36.111,100.0,100.0,0.0,0.0,0.0,0.0,0.0,36,61.111,97.222,97.222,0.0,0.0,0.0,0.0,0.0
248,Forlì-Cesena,FC,Portico e San Benedetto,44.02586511,11.78091956,61.051,1.079,1.78,1.78,15.636,9.282,6.576,2.467,0.0,769,2.601,6.502,6.502,20.936,8.843,19.246,1.04,0.0,388,2.577,6.701,6.701,20.361,8.505,19.072,1.031,0.0,378,2.646,6.349,6.349,22.751,7.143,15.344,1.852,0.0,70,2.857,7.143,7.143,24.286,8.571,15.714,0.0,0.0,41,12.195,19.512,19.512,9.756,4.878,53.659,2.439,0.0
249,Piacenza,PC,Alta Val Tidone,null,null,100.856,2.979,2.99,4.243,13.936,24.919,0.383,0.0,0.0,3349,5.285,5.733,5.733,4.927,16.99,7.793,0.0,0.0,1692,4.905,5.319,26.655,5.142,17.08,7.033,0.0,0.0,3226,3.131,3.472,15.096,6.262,17.917,3.72,0.0,0.0,288,5.903,6.597,34.375,4.167,19.444,7.639,0.0,0.0,43,6.977,6.977,27.907,2.326,16.279,9.302,0.0,0.0
250,Forlì-Cesena,FC,Civitella di Romagna,44.00686055,11.93825799,117.929,1.729,2.294,2.294,14.67,33.61,5.79,4.023,0.0,3792,3.692,8.096,8.096,5.934,15.533,4.536,1.292,0.0,1583,3.79,8.275,8.275,6.001,15.73,4.359,1.263,0.0,1477,3.318,6.838,6.838,8.395,20.65,4.739,2.031,0.0,276,3.261,7.609,7.609,3.623,10.87,5.435,0.362,0.0,22,4.545,4.545,4.545,4.545,45.455,18.182,4.545,0.0
251,Forlì-Cesena,FC,Montiano,44.08351204,12.30424275,9.257,2.193,3.716,3.716,9.387,9.582,9.949,5.715,0.0,1701,0.588,2.352,2.352,3.175,6.232,5.82,10.288,0.0,648,0.463,2.16,2.16,2.932,6.019,5.71,10.648,0.0,479,0.835,2.296,2.296,3.967,7.307,7.098,9.812,0.0,93,1.075,4.301,4.301,2.151,3.226,5.376,10.753,0.0,15,0.0,0.0,0.0,0.0,0.0,20.0,13.333,0.0
252,Modena,MO,Fanano,44.20740301,10.79514031,89.906,0.76,1.255,1.333,1.817,22.306,11.473,0.056,0.0,3028,0.396,0.727,0.727,1.618,29.128,3.699,0.0,0.0,1514,0.396,0.661,1.057,1.519,28.6,4.293,0.0,0.0,2318,0.431,0.777,1.165,1.639,31.665,7.808,0.0,0.0,348,0.862,1.149,1.437,2.011,29.023,2.011,0.0,0.0,31,3.226,3.226,3.226,0.0,74.194,6.452,0.0,0.0
253,Modena,MO,Savignano sul Panaro,44.47959376,11.03375535,25.554,8.578,43.242,57.67,3.295,2.868,0.626,0.0,0.0,9276,1.628,58.657,58.657,0.356,0.367,0.075,0.0,0.0,3727,1.61,58.814,87.684,0.349,0.349,0.08,0.0,0.0,1687,2.667,53.883,83.758,0.533,0.593,0.119,0.0,0.0,692,2.023,43.786,87.861,0.578,0.578,0.145,0.0,0.0,17,0.0,64.706,70.588,0.0,0.0,0.0,0.0,0.0
254,Modena,MO,Montecreto,44.24895605,10.72073466,31.221,1.278,1.858,1.858,6.464,38.452,3.001,0.0,0.0,1000,0.7,1.1,1.1,3.6,21.2,1.6,0.0,0.0,501,0.599,0.998,0.998,3.393,20.16,1.597,0.0,0.0,826,0.605,0.969,0.969,3.511,21.308,1.574,0.0,0.0,107,0.935,0.935,0.935,3.738,21.495,1.869,0.0,0.0,17,11.765,11.765,11.765,0.0,35.294,0.0,0.0,0.0
255,Modena,MO,Montefiorino,44.3594493,10.62532596,45.277,2.392,3.158,3.158,3.048,35.727,5.089,0.0,0.0,2253,0.799,1.065,1.065,3.107,20.55,11.451,0.0,0.0,1068,0.843,1.03,1.03,3.277,21.161,10.393,0.0,0.0,1791,0.949,1.173,1.173,2.513,22.278,12.842,0.0,0.0,187,1.07,1.604,1.604,5.348,16.578,8.556,0.0,0.0,21,0.0,0.0,0.0,0.0,19.048,19.048,0.0,0.0
256,Modena,MO,Prignano sulla Secchia,44.43599034,10.68952425,79.665,3.231,4.224,5.095,12.462,18.11,2.059,0.0,0.0,3773,1.511,2.067,2.067,4.612,15.584,4.85,0.0,0.0,1565,1.47,2.045,3.387,4.601,15.847,4.281,0.0,0.0,1662,1.625,2.407,3.61,5.957,16.907,5.174,0.0,0.0,260,5.385,10.0,20.385,5.385,13.462,1.538,0.0,0.0,21,4.762,4.762,4.762,0.0,0.0,9.524,0.0,0.0
257,Forlì-Cesena,FC,Borghi,44.03146437,12.35456963,30.233,3.069,3.83,4.095,11.448,14.53,0.251,0.0,0.0,2718,0.957,3.532,3.532,2.723,6.439,0.037,0.0,0.0,1066,0.844,3.471,3.565,2.627,5.816,0.0,0.0,0.0,869,1.381,3.337,3.452,4.028,8.631,0.115,0.0,0.0,157,1.274,4.459,4.459,1.911,6.369,0.0,0.0,0.0,20,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0
258,Forlì-Cesena,FC,Castrocaro Terme e Terra del Sole,44.1760681,11.95002717,38.95,4.095,7.574,7.574,13.574,16.267,4.624,6.583,0.0,6512,2.641,7.463,7.463,1.413,1.643,0.814,0.706,0.0,2852,2.7,7.574,7.574,1.367,1.508,0.806,0.596,0.0,1355,2.509,7.454,7.454,2.657,3.247,1.624,1.255,0.0,582,2.749,7.732,7.732,1.718,1.375,0.515,0.687,0.0,69,0.0,0.0,0.0,0.0,0.0,1.449,1.449,0.0
259,Forlì-Cesena,FC,Mercato Saraceno,43.95701341,12.19584445,99.33,2.938,4.153,4.153,24.593,25.873,8.479,3.309,0.0,6997,5.359,10.276,10.276,13.706,11.791,3.359,7.589,0.0,2872,5.397,10.272,10.272,13.614,12.013,3.273,7.416,0.0,1977,4.805,9.813,9.813,15.579,13.606,3.591,8.295,0.0,592,6.081,11.486,11.486,11.824,12.838,3.547,7.432,0.0,43,6.977,6.977,6.977,4.651,32.558,0.0,6.977,0.0
260,Ravenna,RA,Fusignano,44.46802428,11.9593004,24.55,15.332,99.939,99.939,0.0,0.0,0.0,0.0,0.0,8259,18.937,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3640,19.203,100.0,100.0,0.0,0.0,0.0,0.0,0.0,2089,18.669,100.0,100.0,0.0,0.0,0.0,0.0,0.0,590,12.712,100.0,100.0,0.0,0.0,0.0,0.0,0.0,25,4.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
261,Ravenna,RA,Bagnara di Romagna,44.38882779,11.82581789,9.958,3.645,99.95,99.95,0.0,0.0,0.0,0.0,0.0,2348,1.065,100.0,100.0,0.0,0.0,0.0,0.0,0.0,979,1.021,100.0,100.0,0.0,0.0,0.0,0.0,0.0,594,1.684,100.0,100.0,0.0,0.0,0.0,0.0,0.0,170,1.176,100.0,100.0,0.0,0.0,0.0,0.0,0.0,22,0.0,95.455,95.455,0.0,0.0,0.0,0.0,0.0
262,Piacenza,PC,Calendasco,45.08773797,9.59382034,36.936,37.66,99.702,100.073,0.0,0.0,0.0,0.0,0.0,2448,15.237,99.06,99.06,0.0,0.0,0.0,0.0,0.0,1028,15.37,99.027,100.0,0.0,0.0,0.0,0.0,0.0,976,13.217,99.078,100.0,0.0,0.0,0.0,0.0,0.0,202,10.891,99.505,100.0,0.0,0.0,0.0,0.0,0.0,32,34.375,103.125,103.125,0.0,0.0,0.0,0.0,0.0
263,Forlì-Cesena,FC,San Mauro Pascoli,44.10703239,12.41549224,17.287,44.438,95.835,98.536,0.0,0.0,0.0,0.0,0.0,11090,13.057,98.124,98.124,0.0,0.0,0.0,0.0,0.0,4278,12.179,98.177,98.551,0.0,0.0,0.0,0.0,0.0,2103,16.167,98.05,98.669,0.0,0.0,0.0,0.0,0.0,1062,10.829,98.493,98.776,0.0,0.0,0.0,0.0,0.0,11,9.091,81.818,81.818,0.0,0.0,0.0,0.0,0.0
264,Forlì-Cesena,FC,Santa Sofia,43.94689873,11.90795612,148.86,0.598,0.658,0.658,20.744,11.323,6.073,3.074,0.0,4193,6.225,7.513,7.513,13.713,11.734,6.749,0.167,0.0,1801,6.219,7.44,7.44,13.548,11.993,6.718,0.167,0.0,1335,4.195,4.944,4.944,20.974,14.232,9.513,0.599,0.0,290,7.586,8.621,8.621,7.586,12.414,3.448,0.0,0.0,37,10.811,10.811,10.811,18.919,43.243,10.811,2.703,0.0
265,Forlì-Cesena,FC,Bertinoro,44.14891351,12.13425106,57.253,11.047,38.677,38.677,7.68,14.881,3.907,3.359,0.0,10798,16.17,51.723,51.723,5.492,5.094,6.835,2.528,0.0,4509,15.436,50.322,50.322,5.855,5.301,6.831,2.639,0.0,2939,11.943,44.913,44.913,7.588,6.839,7.996,4.049,0.0,824,13.592,58.981,58.981,4.126,3.519,6.553,1.942,0.0,59,6.78,13.559,13.559,18.644,3.39,25.424,16.949,0.0
